aluminium;arsenic;barium;copper;iron;zinc;lead;mercury;silver;cadmium;radium;selenium;is_safe
0.001652289;0.263382789;0.182854507;0.832150118;0.229150396;0.341912653;0.860603442;0.500538245;0.665563853;0.568630433;0.368767157;0.817933824;1
0.361652938;0.49269154;0.819343135;0.031990466;0.229150396;0.84619345;0.694086381;0.023727671;0.634067397;0.599562666;0.212951458;0.662118125;1
0.005065865;0.524642766;0.225270018;0.30318973;0.059045073;0.21592335;0.684018689;0.49962256;0.418948949;0.698506835;0.294930349;0.744097015;1
0.032960048;0.080984514;0.404878849;0.388357511;0.352689765;0.701165888;0.168253444;0.745239783;0.295708386;0.394063771;0.015845633;0.465012299;1
0.735679645;0.09808595;0.345860936;0.368052389;0.421361852;0.210551753;0.347654843;0.746507974;0.123631711;0.651652755;0.332639982;0.781806649;1
0.386032799;0.239784801;0.244198426;0.332474969;0.231120426;0.101008174;0.707540058;0.155076929;0.294457278;0.378161212;0.061805006;0.510971673;1
0.56402602;0.194267726;0.115854012;0.780217757;0.231120426;0.012562564;0.121202223;0.155076929;0.047106212;0.585037175;0.219679186;0.668845852;1
0.182115773;0.016137659;0.937871916;0.549364848;0.818374148;0.972689716;0.034035534;0.116053882;0.178797224;0.574406411;0.180895192;0.630061859;1
0.000858642;0.447758451;0.22184728;0.101698655;0.818374148;0.899418841;0.789194554;0.066466336;0.010940361;0.544797085;0.13739585;0.586562517;1
0.517291611;0.424269351;0.396794712;0.58402481;0.635197887;0.159761749;0.972127629;0.610164792;0.202146606;0.600416165;0.337472301;0.786638968;1
0.385271503;0.277082981;0.658375844;0.037642791;0.067034671;0.383169626;0.924579241;0.610164792;0.317542539;0.638443607;0.264482509;0.713649175;1
0.67230698;0.536891458;0.342593225;0.250475168;0.067034671;0.678862531;0.608129107;0.816453457;0.56707712;0.327090914;0.406992239;0.856158906;1
0.261653369;0.313102348;0.938843103;0.562154298;0.067034671;0.267348645;0.785283916;0.012943512;0.093787506;0.627271625;0.230856636;0.680023302;1
0.637540211;0.317431642;0.729146018;0.305191464;0.174633348;0.291337595;0.439616904;0.265072378;0.760270413;0.236951619;0.06974469;0.518911357;1
0.399797784;0.433636433;0.680736578;0.742262082;0.746659519;0.13163087;0.556972995;0.119667201;0.414677535;0.312936899;0.013543445;0.462710112;1
0.399797784;0.128710344;0.443408811;0.283761678;0.746659519;0.72848799;0.027618557;0.484240223;0.532268523;0.659876786;0.276802747;0.725969413;1
0.195502751;0.331054997;0.185765743;0.359257795;0.968294116;0.253536229;0.504284651;0.199229627;0.523688761;0.476295724;0.236991854;0.686158521;1
0.462561606;0.709754301;0.042563747;0.117633476;0.403449126;0.223838079;0.453334793;0.880714087;0.874672277;0.484288403;0.114800899;0.563967566;1
0.462561606;0.315607077;0.139212699;0.776530768;0.33369603;0.308079238;0.308838703;0.372329749;0.502030273;0.222675916;0.058948904;0.40004258;1
0.038238116;0.080510866;0.190920527;0.528615334;0.79392908;0.603463399;0.733306268;0.463987557;0.995465636;0.572332812;0.23734269;0.686509357;1
0.853038593;0.12330179;0.136248746;0.182692363;0.79392908;0.934599222;0.897415796;0.656730868;0.986697874;0.409734565;0.598580809;0.047747476;1
0.394843202;0.35076883;0.075148158;0.897749368;0.79392908;0.166137602;0.640568001;0.094244746;0.230197107;0.599210451;0.259345141;0.708511807;1
0.949937912;0.297078643;0.162327526;0.020165745;0.79392908;0.518402692;0.295454223;0.011910188;0.741095573;0.67711997;0.279765596;0.728932262;1
0.768042902;0.738123572;0.241966867;0.545883278;0.181711014;0.428180822;0.194731063;0.426149999;0.277585267;0.308526465;0.065536477;0.514703144;1
0.275509509;0.266973046;0.019888825;0.362248153;0.016836806;0.138227025;0.122237166;0.618440475;0.577284865;0.832927781;0.44005215;0.889218817;1
0.817923514;0.066706562;0.792635162;3.257.625.298;0.016836806;0.04839266;0.2243292;0.061888505;0.968949006;0.718691865;0.325816234;0.774982901;1
0.83047502;0.257991255;0.995365849;0.245395393;0.016836806;0.748757081;0.721522318;0.605721071;0.386654475;0.674035121;0.28115949;0.730326157;1
0.83047502;0.575613117;0.572276809;0.358994692;0.234363244;0.213308744;0.43630247;0.243723167;0.235234887;0.266720471;0.052455693;0.501622359;1
0.32456513;0.093766902;0.03859348;0.705039158;0.178746332;0.140974417;0.551423698;0.612828827;0.110429444;0.547043259;0.173946422;0.623113089;1
0.743711655;0.376241658;0.513946211;0.775595337;0.089463278;0.448815444;0.263488398;0.964634689;0.711253805;0.709251769;0.382400204;0.831566871;1
0.149737006;0.344255906;0.654347674;0.319110645;0.985548402;0.390604498;0.95490989;0.393124582;0.34731586;0.344784802;0.226703569;0.675870236;1
0.627081056;0.128894197;0.003642948;0.912506482;0.985548402;0.230169614;0.162382883;0.249931385;0.993305495;0.789414861;0.608443393;0.05761006;1
0.545850303;0.143759418;0.478529919;0.916204158;0.516208732;0.882881333;0.52045235;0.163657373;0.337007616;0.596797747;0.337395359;0.786562026;1
0.545850303;0.323827047;0.268715308;0.936290949;0.516208732;0.833366995;0.098795945;0.168606448;0.444827342;0.455042458;0.20013923;0.649305896;1
0.166874963;0.038900349;0.669475316;0.166266736;0.147787433;0.344555387;0.18033343;0.402155781;0.184929049;0.801227495;0.428409631;0.877576297;1
0.089396214;0.34829532;0.607201906;0.837469108;0.147787433;0.689779302;0.364224095;0.72857068;0.897729993;0.691649191;0.364736658;0.813903325;1
0.174217627;0.114670318;0.929096485;0.15333246;0.848961571;0.056570081;0.842810247;0.384828221;0.184132154;0.664191598;0.360255524;0.80942219;1
0.834624731;0.019226096;0.432341314;0.9269373;0.991216566;0.590785455;0.088909802;0.632797333;0.525884942;0.825362552;0.498007826;0.947174493;1
0.080907356;0.539218551;0.822314097;0.674101669;0.236791292;0.480892487;0.166039854;0.07256417;0.057420296;0.565604681;0.209623132;0.658789799;1
0.183568424;0.583808226;0.934549952;0.039183367;0.67974317;0.717210193;0.599989795;0.304658051;0.903652403;0.621067935;0.379766501;0.828933168;1
0.183568424;0.583831426;0.43488712;0.688550559;0.876770624;0.453934419;0.901740418;0.100852625;0.39851821;0.671412758;0.354915144;0.804081811;1
0.13445462;0.027920324;0.696287977;0.556463018;0.347629026;0.272199273;0.406329961;0.549284186;0.300601538;0.411196668;0.028396963;0.47756363;1
0.954801851;0.058107677;0.044339389;0.091756425;0.265761335;0.416809143;0.32276157;0.892982176;0.843806809;0.507356212;0.182589326;0.631755993;1
0.954801851;0.26518723;0.5759577;0.174407478;0.696870074;0.206662077;0.280717601;0.309808385;0.810867156;0.363120477;0.113490912;0.562657578;1
0.954801851;0.231916307;0.70828893;0.786089217;0.438196398;0.060147613;0.358375392;0.856244163;0.23452785;0.812711159;0.459208989;0.908375656;1
0.954801851;0.136215012;0.68226226;0.10673402;0.572639865;0.07023618;0.601676951;0.517869227;0.095670405;0.888140172;0.566931449;0.016098116;1
0.88250083;0.406702989;0.642045895;0.617535512;0.363564639;0.14719695;0.008951794;0.603298698;0.613763019;0.529604239;0.129560415;0.578727082;1
0.330447554;0.087769062;0.384289837;0.506820245;0.363564639;0.120749845;0.763473701;0.126165012;0.702686193;0.360827547;0.032435785;0.481602452;1
0.672341281;0.227871827;0.246175897;0.175770212;0.674799808;0.552201307;0.495691918;0.21111485;0.32888646;0.392715144;0.144324428;0.593491094;1
0.070347384;0.395213336;0.65935939;0.047460662;0.737800069;0.046800443;0.562106752;0.733501787;0.041029155;0.892561455;0.526925494;0.976092161;1
0.584945598;0.357393682;0.41463782;0.7182081;0.532215215;0.033124482;0.213289656;0.646860143;0.717413631;0.998684351;0.620615698;0.069782365;1
3.025.150.914;0.966040377;0.564398827;0.754397329;0.319396437;0.915124728;0.363311146;0.183579132;0.206866881;0.856247445;0.614955747;0.064122414;1
0.237338026;0.471731081;0.432347018;0.919074393;0.748445939;0.714691983;0.146113252;0.54014148;0.275355939;0.712410659;0.43705907;0.886225737;1
0.202848103;0.395047426;0.069165004;0.709510893;0.508337874;0.585319751;365.307.692;0.250091756;0.288924093;0.007067178;0.661762636;0.110929303;1
0.072144137;0.400373092;0.394836632;0.45615042;0.963923311;0.918139311;0.172165316;0.210550375;0.845630098;0.881247132;0.538650893;0.98781756;1
0.072144137;0.706358193;0.331636712;0.079802689;0.165580974;0.333401045;0.021513878;0.330552955;0.360985709;0.728683751;0.340060004;0.78922667;1
0.601085149;0.409363317;0.94577843;0.92558053;0.165580974;0.820316612;0.032219093;0.272228662;0.011258172;0.917082922;0.519135805;0.968302472;1
0.064937816;0.761987066;0.307420261;0.85548237;0.810567043;0.797456018;0.253222786;0.062162329;0.760514854;0.815212725;0.463542115;0.912708782;1
0.347559955;0.309576237;0.953575065;0.387146589;0.701864402;0.42514085;0.64250582;0.441162505;0.232295761;0.421786957;0.224783104;0.67394977;1
0.429733633;0.433350401;0.258202197;0.118539894;0.701864402;0.939927795;0.02301293;0.017019215;0.841737573;0.869319589;0.476609784;0.925776451;1
0.954105248;0.009674079;0.444454316;0.884761062;0.936060767;0.764377233;0.047933911;0.178455304;0.6263357;0.716160458;0.470210734;0.919377401;1
0.091596739;0.440725294;0.826755202;0.701583233;0.980381764;0.418706054;0.421007235;0.653498503;0.809649307;0.552793594;0.227881539;0.677048205;1
0.303536572;0.904018994;0.736498246;0.338832897;0.353448318;0.412796747;0.052746512;0.869179356;0.9686331;0.751222562;0.390992119;0.840158785;1
0.005477699;0.873020994;0.834762249;0.252313623;0.798262301;0.897928094;0.221021171;0.153711663;0.580095098;0.617947627;0.349503684;0.79867035;1
0.078980908;0.097731235;0.70825543;0.379693656;0.954609741;0.130904442;0.675164541;0.750505329;0.6110345;0.717783536;0.428605756;0.877772423;1
0.191181745;0.511789698;0.406231483;0.739169458;0.954609741;0.866892071;0.130500405;0.750505329;0.195935854;0.393499834;0.159119602;0.608286268;1
0.432531359;0.337461828;0.17613614;0.38997324;0.316151662;0.06941644;0.997015177;0.74589001;0.728517198;0.459892865;0.114816902;0.563983568;1
0.457827412;0.568187472;0.16215112;0.874353281;0.053538534;0.258207126;0.059905052;0.74589001;0.895580016;0.664025468;0.304515045;0.753681711;1
0.146009239;0.038852306;0.059415912;0.368165931;0.24570998;0.904955782;0.492411563;0.990569834;0.912863316;0.687043081;0.31418154;0.763348207;1
0.149807624;0.454301224;0.416643765;0.099748721;0.362948989;0.143592377;0.203985962;0.113172389;0.707300029;0.661977719;0.356679891;0.805846558;1
0.653242816;0.967232159;0.41617513;0.591458505;0.109200685;0.696598378;0.099285461;0.15289744;0.924527614;0.571776358;0.25385405;0.703020716;1
0.463734977;0.617534076;0.895631217;0.670926252;0.270983906;0.519739105;0.260741985;0.224896638;0.139381416;0.376975541;0.095504101;0.544670768;1
0.499836034;0.762803462;0.558517987;0.407317569;0.460911706;0.936574451;0.022473445;0.592483823;0.756139011;0.787232304;0.39948089;0.848647557;1
0.403834138;0.323461609;0.674561539;0.672233157;0.880445421;0.8447962;0.989041459;0.880218823;0.315898703;0.592550402;0.471549223;0.920715889;1
0.453909577;0.037799814;0.593233529;0.690785218;0.956713205;0.136252484;0.255581873;0.08709624;0.312738387;0.775314793;0.446311375;0.895478041;1
0.755710775;0.833435648;0.859383638;0.375624917;0.276768401;0.866365675;0.024879732;0.081837671;0.986776994;0.691198613;0.305634733;0.7548014;1
0.773157456;0.419323851;0.278108852;0.848357246;0.220222038;0.52848316;0.571257676;0.626009537;0.464410623;0.604824192;0.449468603;0.89863527;1
0.773157456;0.163157072;0.43898268;0.451877473;0.426527432;0.690980132;0.232372483;0.102264141;0.009322378;0.536599984;0.221385566;0.670552233;1
380.004.079;0.920712062;0.580623539;0.371380566;0.699737872;0.285680455;0.165267574;0.416061578;0.529785404;0.070867406;0.040923386;0.490090053;1
0.515819657;0.182219382;0.319519021;0.305253387;0.431255591;0.315971695;0.8132183;0.867276997;0.084929706;0.808616668;0.477643673;0.92681034;1
0.515819657;0.680319397;0.759104224;0.892044172;0.431255591;0.042278269;0.403900549;0.103483005;0.95550123;0.546092341;0.176345312;0.625511979;1
0.392620945;0.558251411;0.442679632;0.816293487;0.463232114;0.016282679;0.410832536;0.304393468;0.228311821;0.568896341;0.437435858;0.886602524;1
0.436560719;0.264206289;0.707616349;0.640764512;0.199930688;0.675856594;0.625086607;0.482554118;0.4846957;0.661796469;0.435369822;0.884536489;1
0.007997474;0.185696794;0.206888351;0.004742191;0.845051747;0.143366406;0.147306523;0.431162692;0.665313511;0.530386163;0.252537441;0.701704108;1
0.007997474;0.08695232;0.863000401;0.358106971;0.857824524;0.531114602;0.079942526;0.779446894;0.568138424;0.543309887;0.207803093;0.65696976;1
0.019728445;0.596022667;0.018435682;0.211762549;0.212530065;0.760961677;0.877151834;0.620079374;0.421836631;0.665415211;0.273993103;0.72315977;1
0.019728445;0.563909009;0.072881692;0.603289186;0.330298846;0.792827782;0.538507117;0.499422474;0.403914449;0.462179054;0.354268914;0.803435581;1
0.194940225;0.648701415;0.109439752;0.841953157;0.309052164;0.831705966;0.607208887;0.685433325;0.479920405;0.485895304;0.254931873;0.704098539;1
0.148949832;0.628378729;0.449325131;0.564060071;0.309052164;0.580451693;0.195897364;0.982873333;0.301144676;0.526013299;0.117831481;0.566998148;0
0.148949832;0.579380501;0.728107441;0.522877457;0.067131931;0.210254421;0.262974581;0.273373396;0.187691397;0.708074096;0.299892277;0.749058944;0
0.544847931;0.326542451;0.680498428;0.227779054;0.517554483;0.562726694;0.091028565;0.498882759;0.218791847;0.476865221;0.068683403;0.51785007;0
0.174622138;0.488836946;0.047658929;0.177732162;0.166997168;0.2146325;0.034772474;0.425522603;0.369888228;0.520066315;0.111884497;0.561051163;0
0.414812212;0.732076353;0.69313977;0.381024506;0.166997168;0.113833662;0.970130376;0.502554745;0.762072085;0.483664088;0.075482269;0.524648936;0
0.140031885;0.89728527;0.74066178;0.073623248;0.194865788;0.427606359;0.878503615;0.430201925;0.425275104;0.430805497;0.022623679;0.471790346;0
0.100958725;0.962476866;0.179217063;0.237043846;0.194865788;0.522260785;0.185657662;0.049809399;0.103950476;0.363624061;0.044557757;0.412035202;0
0.516590428;0.146432962;0.051093932;0.67209383;0.455323165;0.943414286;0.895463093;0.634225573;0.657539857;0.507217713;0.099035894;0.548202561;0
0.516590428;0.976859207;0.705850921;0.800126026;0.455323165;0.031456018;0.011254048;0.622756515;0.430894111;0.465111044;0.056929226;0.506095892;0
0.960808412;0.673649262;0.00929965;0.433323972;0.764952861;0.165018925;0.497205024;0.369719096;0.800057605;0.377403481;0.030778337;0.423518052;0
0.357156263;0.172302178;0.388533023;0.946519363;0.764952861;0.196712417;0.050827813;0.05339974;0.53385176;0.356425542;0.051756276;0.406036436;0
0.236837111;0.076903384;0.384842774;0.739829163;0.267896737;0.889077856;0.652341597;0.009771483;0.081849181;0.543934929;0.13575311;0.584919777;0
0.525296539;0.001059108;0.23881144;0.45535575;0.464910901;0.031741781;0.208313584;0.429015874;0.36842755;0.382293253;0.025888565;0.427592862;0
0.525296539;0.268704904;0.046689784;0.398849185;0.230236274;0.599576643;0.0777484;0.881727768;0.060497407;0.41893269;0.010750872;0.459917539;0
0.441959053;0.218016681;0.1812123;0.344170859;0.230236274;0.698660609;0.142624313;0.199401468;0.562189242;0.51184708;0.103665262;0.552831928;0
0.236267182;0.395586307;0.542191004;0.586795578;0.050898376;0.331462943;0.385683037;0.867073992;0.884260257;0.638021868;0.229840049;0.679006716;0
0.620482288;0.139112564;0.068820309;0.118467965;0.022050113;0.254173447;0.200748971;0.290398126;0.580085341;0.239433912;0.168747906;0.308543412;0
0.000867745;0.59540657;0.339584814;0.27353502;0.293832574;0.064579514;0.403404093;0.152930447;0.425730275;0.264987105;0.143194713;0.329837739;0
0.343126477;0.558651701;0.066090174;0.018688495;0.756172973;0.321166666;0.347281673;0.6180706;0.331516893;0.546076565;0.137894747;0.587061414;0
0.343126477;0.787194684;0.347786492;0.908888065;0.110416956;0.978178626;0.205741046;0.117017499;0.401268081;0.629961793;0.221779974;0.670946641;0
0.484012076;0.137467858;0.159615403;0.915537035;0.760191448;0.121528754;0.568452059;0.144394145;0.583831058;0.697502983;0.289321165;0.738487832;0
0.626291493;0.409669558;0.517019158;0.928082469;0.533593857;0.08082851;0.341029042;0.455074751;0.923533051;0.691512189;0.283330371;0.732497037;0
0.733333926;0.499977757;0.960267843;0.952593402;0.001321311;0.535518081;0.451897979;0.650990815;0.488837491;0.63747386;0.229292042;0.678458709;0
0.502145231;0.348438626;0.669104543;0.125746036;0.205379329;0.986188392;0.964925109;0.331126749;0.292379511;0.352543352;0.055638466;0.402801279;0
0.26541891;0.272894636;0.483985706;0.704238442;0.205379329;0.555014513;0.484440548;0.976175922;0.823165001;0.987071301;0.578889483;0.028056149;0
0.294562057;0.40241214;0.440696876;0.114274911;0.50474161;0.178115566;0.077890216;0.273585391;0.160916502;0.454719527;0.046537709;0.495704375;0
0.01902058;0.837813279;0.838924815;0.093866401;0.369690914;0.182516304;0.065884016;0.471001603;0.427242948;0.640596086;0.232414268;0.681580935;0
0.205777685;0.017045975;0.195493829;0.243845734;0.369690914;0.550717359;0.293039335;0.581103148;0.676281479;0.423299546;0.015117728;0.464284394;0
0.937292748;0.273643563;0.607599559;0.655064232;0.722019586;0.969564531;0.392968773;0.098142137;0.477349513;0.623364464;0.215182646;0.664349313;0
0.202763007;0.213109062;0.01916136;0.365859704;0.722019586;0.011336648;0.79546059;0.238816252;0.59882877;0.526735498;0.11855368;0.567720346;0
0.357016085;0.397123967;0.135268187;0.335361456;0.478915829;0.749467097;0.109340552;0.628465076;0.347863826;0.463882208;0.055700389;0.504867056;0
0.357016085;0.50778619;0.402736524;0.212107642;0.042750451;0.397484388;0.952087117;0.267360299;0.753486586;0.599281528;0.19109971;0.640266377;0
0.194021625;0.13341038;0.432357866;0.022192968;0.909505858;0.451136044;0.389238701;0.588769225;0.455351344;0.667598401;0.259416583;0.70858325;0
0.266310483;0.627411381;0.14576138;0.094288006;0.878177112;0.487503994;0.767436021;0.877462851;0.269420739;0.851377197;0.443195378;0.892362045;0
0.771561699;0.055582982;0.518339056;0.720509179;0.878177112;0.631691873;0.130878084;0.386214153;0.837592191;0.703054633;0.294872815;0.744039481;0
0.005879854;0.337684928;0.779783302;0.845625515;0.758563954;0.024292998;0.035271501;0.568560311;0.652965187;0.710862755;0.302680937;0.751847603;0
0.534948179;0.844972934;0.228306253;0.191628644;0.758563954;0.05338791;0.388903253;0.384657037;0.021816248;0.650718441;0.242536623;0.69170329;0
0.279655155;0.051743955;0.604774372;0.610702021;0.267623255;0.394722632;0.172098418;0.185107007;0.36903078;0.603545759;0.195363941;0.644530608;0
0.355259052;0.692269168;0.227285526;0.857203057;0.267623255;0.189745406;0.33940205;0.868557347;0.738504127;0.763584899;0.355403081;0.804569747;0
0.076165079;0.203187236;0.703741593;0.028831816;0.267623255;0.241210966;0.659651759;0.817352933;0.627023221;0.472478786;0.064296967;0.513463634;0
0.076165079;0.658865599;0.66493229;0.169414353;0.012595123;0.460054756;0.62558907;0.198456395;0.393846287;0.335991895;0.072189923;0.389008398;0
0.686043277;0.353372336;0.73957489;0.361475056;0.068620331;0.553096502;0.979566634;0.277146637;0.722103134;0.38409988;0.024081939;0.429098385;0
0.686043277;0.58634003;0.564036462;0.040591686;0.347909649;0.412452016;0.027938745;0.378526379;0.293713582;0.443755182;0.035573364;0.484740031;0
0.389294697;0.033043125;0.675232075;0.548984704;0.049305362;0.824572254;0.015422053;0.467484979;0.272175482;0.437551473;0.029369655;0.478536322;0
0.437237937;0.691390477;0.737369405;0.328801573;0.076623471;0.168410228;0.948341145;0.296070125;0.910431647;0.569467601;0.161285783;0.610452449;0
0.090546465;0.23238765;0.401458849;0.988205401;0.535094897;0.139895606;0.390057897;0.168982176;0.946684223;0.299331316;0.108850502;0.358457915;0
0.047663191;0.810297248;0.289838361;0.329416205;0.791177184;0.006608759;0.915829055;0.088420884;0.651443353;0.403069424;0.005112394;0.444906338;0
0.483537643;0.76576825;0.250615327;0.415573509;0.628973583;0.243163269;0.503820087;0.401418807;0.054101542;0.484697202;0.076515384;0.52568205;0
0.879456;0.710352374;0.388288918;0.878902847;0.577220728;0.363746354;0.561099137;0.316557477;0.003803825;0.677942766;0.269760948;0.718927614;0
0.879456;0.122068511;0.42833824;0.770554366;0.91487722;0.149055666;0.967345671;0.267385228;0.465842631;0.506492353;0.098310535;0.547477202;0
0.830127813;0.526043621;0.494879549;0.774777131;0.91487722;0.558803499;0.516333831;0.267385228;0.508813183;0.549204107;0.141022289;0.590188956;0
0.272723424;0.732413533;0.304924414;0.379546613;0.91487722;0.147839933;0.14806722;0.479701621;0.240983338;0.572107732;0.163925913;0.61309258;0
0.169889449;0.622728063;0.062283999;0.013298704;0.388630294;0.01280101;0.52234052;0.694805186;0.472860976;0.30596382;0.102217998;0.363985002;0
0.808719819;0.112523456;0.080249078;0.805066076;0.11721948;0.068024517;0.226850429;0.985184821;0.110354742;0.941419242;0.533237424;0.98240409;0
0.610186428;0.687867223;0.38878854;0.036387372;0.11721948;0.493168262;0.381780978;0.566670193;0.165982141;0.454805062;0.046623244;0.49578991;0
0.610186428;0.246886125;0.810627495;0.861453141;0.9911021;0.142978184;0.924498939;0.081445802;0.244188665;0.601336688;0.19315487;0.642321536;0
0.599198224;0.623356706;0.029050184;0.230563332;0.473660052;0.030385186;0.816702638;0.358547642;0.672317735;0.49337817;0.085196352;0.534363018;0
0.234611664;0.67224145;0.377643505;0.240269711;0.050453095;0.239185038;0.853220877;0.109173799;0.117498423;0.699429756;0.291247938;0.740414605;0
0.37312928;0.546469122;0.817232726;0.04253646;0.705473804;0.500156425;0.636046311;0.779695486;0.71582518;0.521656479;0.113474661;0.562641328;0
0.225701932;0.370571071;0.803224976;0.05861068;0.750005896;0.795027486;0.109494837;0.779695486;0.385922031;0.43782544;0.029643621;0.478810288;0
0.811535798;0.510856611;0.648455664;0.583253356;0.479590805;0.361767232;0.440380342;0.452069351;0.647415926;0.503532509;0.09535069;0.544517357;0
0.307916461;0.345851931;0.154961413;0.531924496;0.479590805;0.887077506;0.426268505;0.550761553;0.754967129;0.35393198;0.054249838;0.403958468;0
0.904757278;0.119673985;0.303152797;0.460955527;0.636647018;0.967452634;0.75146855;0.165163329;0.854084066;0.726335518;0.3181537;0.767320367;0
0.694044084;0.30147458;0.166323143;0.832175159;0.345298159;0.125137395;0.106994842;0.148667618;0.134716411;0.295483139;0.112698679;0.355251101;0
0.038668094;0.326218099;0.626761305;0.717150672;0.265824376;0.994128647;0.288005564;0.191731042;0.122149164;0.567063696;0.158881878;0.608048545;0
0.917449915;0.023268486;0.218539835;0.211157164;0.265824376;0.350271743;0.478092203;0.712571506;0.589482231;0.586665746;0.178483928;0.627650595;0
0.233540558;0.061086691;0.032704673;0.00835069;0.265824376;0.185572153;0.736730655;0.325855984;0.313091782;0.526275756;0.118093938;0.567260605;0
0.342992223;0.03141599;0.092949091;0.956825662;0.658954179;0.429861338;0.817623048;0.311080322;0.166691265;0.690839312;0.282657494;0.73182416;0
0.075007211;0.121614719;0.970786999;0.54312938;0.603940866;0.367312236;0.939622098;0.311080322;0.205343854;0.523783768;0.11560195;0.564768617;0
0.713153118;0.873208701;0.449042562;0.521875735;0.410303516;0.564836729;0.449039053;0.814161564;0.180139197;0.407576018;0.000605801;0.448661833;0
0.19635498;0.649676863;0.761029456;0.617422236;0.912759207;0.896176783;0.716177325;0.721413909;0.723840661;0.629485142;0.221303324;0.67046999;0
0.481959618;0.747813715;0.721313548;0.42037339;0.420465133;0.444636309;0.316802604;0.5848689;0.068272908;0.630650612;0.222468794;0.671635461;0
0.4500205;0.30615669;0.270414606;0.085347172;0.892233969;0.599041207;0.150942829;0.11503524;0.342959949;0.631215216;0.223033398;0.672200065;0
0.2467661;0.00323612;0.203887796;0.810874043;0.846007772;0.037385352;0.444759353;0.098247329;0.909482638;0.57006465;0.161882832;0.611049499;0
0.983006529;0.611260282;0.50270511;0.600509076;0.806421121;0.924646367;0.017788888;0.438877046;0.861957928;0.684717235;0.276535416;0.725702083;0
0.611604453;0.081567098;0.693135251;0.660861032;0.109915756;0.440935083;0.862514634;0.566333567;0.539070985;0.866593786;0.458411968;0.907578634;0
0.022545166;0.336036336;0.023528311;0.933746765;0.147949118;0.236463814;0.300710189;0.85154956;0.77638188;0.672891114;0.264709296;0.713875962;0
0.963074174;0.434580242;0.596370704;0.982117991;0.10339171;0.66540534;0.24637434;0.984318455;0.547873935;0.862350689;0.454168871;0.903335538;0
0.174530595;0.703260148;0.506868542;0.91862382;0.292864775;0.643660664;0.103555426;0.889457991;0.100926015;0.643374798;0.235192979;0.684359646;0
0.636455985;0.896533142;0.44225721;0.160903458;0.292864775;0.161882038;0.611463356;0.674281509;0.133316847;0.510995832;0.102814014;0.551980681;0
0.17629478;0.152715128;0.911975351;0.39895301;0.292864775;0.027550229;0.73204454;0.043828986;0.256989759;0.209321656;0.198860162;0.283449865;0
0.17629478;0.427696346;0.861681731;0.226094509;0.982476174;0.816843825;0.873829653;0.431675117;0.702249268;0.65988414;0.251702322;0.700868989;0
0.712966323;0.127486222;0.287772002;0.194405633;0.228960947;0.324863374;0.147242054;0.187659485;0.105494176;0.241685022;0.166496797;0.310419336;0
0.764711095;0.00555271;0.332696196;0.14881101;0.228960947;0.46105016;0.040353881;0.413020932;0.885872517;0.338102945;0.070078873;0.390767606;0
0.696836635;0.09267413;0.583365788;0.679919543;0.823076048;0.306934303;0.627230726;0.255314449;0.135076663;0.430042828;0.02186101;0.471027677;0
0.105378316;0.126744469;0.385269374;0.162842718;0.729160525;0.601016842;0.489788645;0.969464354;0.24099504;0.691066028;0.28288421;0.732050877;0
0.105378316;0.596951429;0.591699818;0.837065961;0.065225464;0.631982255;0.015970842;0.943225252;0.323260439;0.821075978;0.412894159;0.862060826;0
0.105378316;0.721152932;0.998386542;0.333149778;0.270443905;0.406023971;0.118939791;0.475653065;0.061913709;0.659104201;0.250922383;0.700089049;0
0.014020482;0.066206912;0.585867923;0.994178961;0.036995135;0.755341941;0.416159198;0.330823545;0.776717707;0.70763118;0.299449362;0.748616029;0
0.029020831;0.882223826;0.456071679;0.770153622;0.706036136;0.560220331;0.085914856;0.328121148;0.172494689;0.409025712;0.000843894;0.45001056;0
0.1198899;0.03490285;0.280102522;0.751110659;0.524911375;0.577765703;0.195752013;0.04984939;0.273715988;0.29080004;0.117381778;0.351348518;0
0.757624331;0.541452645;0.485781546;0.110983225;0.776277886;0.898232563;0.42122639;0.784365815;0.970781517;0.784672592;0.376490773;0.82565744;0
0.757624331;0.01721927;0.447380763;0.189394552;0.776277886;0.705319351;0.819597115;0.907885668;0.78292479;0.550362373;0.142180554;0.591347221;0
0.735606058;0.056080368;0.204618234;0.145413771;0.589626121;0.311062644;0.31487;0.907885668;0.514736058;0.587989892;0.179808074;0.628974741;0
0.795924542;0.180591846;0.196823062;0.520446505;0.328926716;0.468032712;0.034371356;0.104979191;0.176898717;0.390699465;0.017482353;0.434598039;0
0.56928846;0.239982589;0.004327056;0.611601549;0.664896124;0.72866136;0.843456984;0.518476509;0.08143612;0.436212675;0.028030857;0.477197524;0
0.15006314;0.017742804;0.004438321;0.092540252;0.689682513;0.314272903;0.115045841;0.321825821;0.228200647;0.203381224;0.204800594;0.278499505;0
0.331277355;0.586642228;0.809922981;0.682928079;0.382502901;0.877469714;0.869665941;0.506452003;0.801349998;0.49482112;0.086639302;0.535805969;0
0.174632718;0.205632555;0.058009077;0.749489151;0.002230819;0.669398043;0.910861195;0.625187337;0.13506255;0.463050344;0.054868526;0.504035193;0
0.911239148;0.460575153;0.187122778;0.195399198;0.002230819;0.249694112;0.007755344;0.882289649;0.133498561;0.512980476;0.104798658;0.553965325;0
